acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gir_x,gir_y,gir_z,displacement_speed,label
5362,11269,-10921,-652,286,-1338,222,529,-873,0,Lying-Ruminating
4590,10396,-11267,-652,252,-1361,-240,-471,638,0,Lying-Ruminating
5100,9240,-11793,-657,251,-1365,1005,152,871,0,Lying-Ruminating
7732,10351,-9176,-584,669,-1351,-277,-120,332,0,Lying-Ruminating
8214,10130,-9917,-615,671,-1348,-32,-32,24,0,Lying-Ruminating
6798,10417,-9868,-662,682,-1321,132,-91,216,0,Lying-Ruminating
7118,10219,-10353,-677,684,-1244,-283,174,61,0,Lying-Ruminating
7282,9827,-10470,-684,688,-1239,197,298,-65,0,Lying-Ruminating
6863,9559,-10978,-652,714,-1318,102,-282,18,0,Lying-Ruminating
4543,10590,-11404,-859,630,-1103,-316,386,-304,0,Lying-Ruminating
5192,9690,-11943,-875,636,-1079,549,676,-115,0,Lying-Ruminating
4612,10026,-11697,-884,621,-1138,-113,159,69,0,Lying-Ruminating
4064,9811,-11783,-871,640,-1079,-337,-293,53,0,Lying-Ruminating
4942,9329,-11885,-881,650,-1051,1140,57,938,0,Lying-Ruminating
5223,9587,-11850,-868,640,-1082,-640,-692,922,0,Lying-Ruminating
7642,9988,-10307,-602,581,-1336,-551,-411,508,0,Lying-Ruminating
7102,10149,-10224,-602,577,-1369,259,247,11,0,Lying-Ruminating
6812,11141,-10280,-645,540,-1359,-242,862,-727,0,Lying-Ruminating
6240,10973,-10105,-660,555,-1302,-83,1153,-1534,0,Lying-Ruminating
6942,9843,-10796,-665,582,-1335,740,793,-212,0,Lying-Ruminating
6055,10859,-10381,-711,570,-1268,516,184,-82,0,Lying-Ruminating
5669,10528,-10752,-732,586,-1263,435,486,-662,0,Lying-Ruminating
5462,10048,-11349,-783,537,-1179,710,678,-65,0,Lying-Ruminating
4623,10622,-10977,-798,528,-1195,-350,-194,387,0,Lying-Ruminating
4761,10842,-10906,-791,538,-1233,319,1356,-1183,0,Lying-Ruminating
5107,10142,-11213,-791,516,-1190,499,-47,566,0,Lying-Ruminating
4399,10653,-11276,-816,492,-1147,676,561,-444,0,Lying-Ruminating
4606,10115,-11301,-818,504,-1177,602,477,40,0,Lying-Ruminating
5833,10297,-11022,-759,559,-1223,-165,297,72,0,Lying-Ruminating
6256,9387,-11726,-763,584,-1214,320,633,298,0,Lying-Ruminating
5807,8508,-12126,-784,556,-1218,1507,-73,932,0,Lying-Ruminating
5485,9869,-11468,-776,545,-1201,200,116,77,0,Lying-Ruminating
6437,9687,-10476,-778,521,-1266,-1310,755,880,0,Lying-Ruminating
5853,10183,-11268,-788,548,-1210,826,1105,-559,0,Lying-Ruminating
5927,9418,-11547,-767,520,-1207,-12,237,111,0,Lying-Ruminating
5097,10468,-11095,-791,521,-1195,31,209,-147,0,Lying-Ruminating
4467,10017,-11395,-785,517,-1232,547,742,-1169,0,Lying-Ruminating
5125,9761,-11317,-777,506,-1284,495,654,-485,0,Lying-Ruminating
5168,9524,-11634,-788,516,-1210,871,884,-446,0,Lying-Ruminating
5222,9604,-11404,-780,522,-1213,-173,-282,659,0,Lying-Ruminating
5319,10955,-11047,-781,533,-1207,21,1565,-1427,0,Lying-Ruminating
4794,10397,-11002,-743,451,-1292,-861,-471,386,0,Lying-Ruminating
4970,9994,-11373,-764,475,-1270,297,-105,295,0,Lying-Ruminating
5257,8990,-12277,-790,458,-1202,-324,-922,877,0,Lying-Ruminating
3528,9667,-12070,-870,464,-1122,-624,-520,724,0,Lying-Ruminating
8521,10565,-8871,-65,121,-1532,-197,-720,575,0,Lying-Ruminating
6617,8690,-11278,-477,192,-1456,-508,-824,77,0,Lying-Ruminating
5165,10100,-11513,-797,530,-1227,-451,662,-475,0,Lying-Ruminating
4605,10301,-11031,-779,527,-1207,-283,495,-568,0,Lying-Ruminating
5001,9495,-11769,-791,537,-1248,606,312,-47,0,Lying-Ruminating
4973,10866,-11150,-788,524,-1193,-518,561,-222,0,Lying-Ruminating
5462,10087,-11155,-772,511,-1280,184,-227,243,0,Lying-Ruminating
4704,10770,-11253,-817,532,-1169,545,538,-449,0,Lying-Ruminating
4875,9882,-11642,-816,533,-1174,132,502,-275,0,Lying-Ruminating
4753,10321,-11287,-789,534,-1231,600,426,-206,0,Lying-Ruminating
4110,11394,-11026,-886,692,-1095,-288,1028,-969,0,Lying-Ruminating
7982,10233,-8400,-264,307,-1534,706,-1494,1388,0,Lying-Ruminating
6959,9941,-10740,-722,650,-1213,-202,498,-434,0,Lying-Ruminating
5755,11057,-9972,-726,676,-1190,-987,-835,764,0,Lying-Ruminating
6983,9366,-11231,-749,682,-1200,-242,284,-161,0,Lying-Ruminating
5012,10014,-11340,-857,633,-1131,149,246,25,0,Lying-Ruminating
5296,10147,-11432,-828,673,-1153,351,298,273,0,Lying-Ruminating
5232,10406,-11181,-840,661,-1078,-245,-315,498,0,Lying-Ruminating
5011,10538,-10780,-857,684,-1135,-401,-302,392,0,Lying-Ruminating
5142,10415,-11113,-845,691,-1090,876,466,-387,0,Lying-Ruminating
4724,10844,-10895,-847,694,-1102,64,686,-443,0,Lying-Ruminating
4614,9999,-11460,-826,634,-1151,259,-94,418,0,Lying-Ruminating
4780,10440,-11041,-841,630,-1116,139,-71,290,0,Lying-Ruminating
5750,10425,-11000,-812,670,-1125,481,498,-269,0,Lying-Ruminating
8797,9399,-11114,-596,613,-1316,4187,6687,-3277,0,Lying-Ruminating
5439,11099,-10345,-779,564,-1221,-168,693,-277,0,Lying-Ruminating
6032,11182,-10406,-778,645,-1151,366,1136,-774,0,Lying-Ruminating
6411,9403,-11287,-772,680,-1217,1156,122,437,0,Lying-Ruminating
5362,10829,-10927,-847,737,-1002,49,-245,278,0,Lying-Ruminating
4885,11361,-10295,-856,741,-1044,262,1549,-996,0,Lying-Ruminating
4991,9992,-11207,-845,738,-1111,803,515,-155,0,Lying-Ruminating
5285,9919,-11827,-852,731,-1092,341,-472,993,0,Lying-Ruminating
930,9837,-12164,1172,1164,-384,-4428,3248,-36,2.7,Walking
3352,9814,-8557,1053,1273,-276,-4290,-5086,5525,2.7,Walking
571,10036,-10512,1139,1206,-158,3868,4570,1046,2.7,Walking
1767,15141,-13921,1205,1115,-358,6405,3387,364,3.2,Walking
-978,7776,-12559,1085,1237,-95,-231,1243,-546,3.2,Walking
-818,13408,-12781,1051,1259,-482,4635,1587,491,3.2,Walking
-1957,7320,-12335,972,1353,-171,-3845,5742,-5178,2.6,Walking
-1735,9034,-13828,227,1595,152,4356,-3414,118,3.1,Walking
3089,8440,-15028,1251,663,-855,4406,8530,-332,3.8,Walking
2977,7687,-13408,1108,284,-1121,8320,-1647,4490,3.1,Walking
483,11404,-10356,720,-288,-1226,-736,4208,-1440,3,Walking
-1866,9048,-10818,913,-116,-1238,2440,-4949,-360,3.3,Walking
1244,10207,-13472,886,15,-1267,3889,-1739,7015,3,Walking
-2076,7786,-12720,605,-257,-1347,-3807,3717,-1057,3.2,Walking
40,9956,-11550,456,-191,-1413,254,1873,-462,2.9,Walking
280,8976,-10232,653,-207,-1361,-1948,3395,-2120,2.7,Standing-Ruminating
3227,6798,-13828,752,47,-1413,2628,747,2740,3.5,Standing-Ruminating
739,15582,-8637,587,-342,-1315,2411,2652,-1986,3.1,Walking
5336,21085,-17630,847,-137,-1189,-519,-3745,-3407,3.1,Walking
553,10145,-11002,970,-42,-1197,1463,4772,-1390,2.7,Walking
727,10672,-12238,751,-220,-1298,-146,3868,-588,2.9,Walking
4558,10794,-10620,829,-113,-1248,1858,-574,-408,2.8,Walking
1129,10750,-12535,537,-267,-1393,-659,2862,-2142,2.2,Walking
491,13736,-12849,612,-279,-1318,6506,3175,-719,2.9,Walking
1169,7163,-13383,915,-18,-1247,-884,-1495,1545,3.2,Walking
-2952,12133,-12142,628,-139,-1363,1715,3489,4163,3.1,Walking
4442,11551,-9841,785,-151,-1325,-4324,-2624,3715,3.1,Walking
558,8350,-10935,740,-189,-1322,760,-2836,2997,3.1,Walking
-1223,8777,-12672,778,-240,-1220,-4660,3094,1685,3.1,Walking
794,10406,-10305,767,-185,-1259,4564,760,-996,3.1,Walking
149,9820,-13857,1038,34,-1100,-2807,1504,1920,2.8,Walking
2342,8820,-12834,863,-43,-1325,553,-832,1781,2.7,Walking
24,10385,-12655,860,9,-1300,-1162,1063,13186,3.3,Walking
864,7297,-13222,768,32,-1357,-2613,693,141,2.9,Walking
3934,10797,-16571,942,-84,-1242,1865,-4333,-3963,2.9,Walking
38,10458,-13212,837,-113,-1241,-1920,1637,-459,2.5,Walking
-2077,7445,-12293,1286,694,-856,3956,5602,-3890,2.1,Walking
268,10137,-14920,647,-113,-1404,8567,1442,4105,3.2,Walking
2725,7530,-9180,452,-262,-1372,-771,-8194,57,3.2,Walking
-793,8134,-10556,225,-203,-1459,-1955,14952,-7378,3.7,Walking
811,8161,-12131,125,-269,-1454,2789,7526,2331,3.6,Walking
582,9041,-9730,-840,30,-1148,3373,-2529,-5369,3.3,Walking
3396,9253,-12874,-1040,259,-970,3034,5012,3128,3.4,Walking
-3966,12902,-15195,-923,203,-1122,-1899,10953,3680,3.5,Walking
-4127,10524,-8194,-1049,504,-947,857,-475,224,3.6,Walking
852,7970,-9502,-1074,698,-818,1706,-11644,-1397,3.7,Walking
-1166,8828,-10346,1035,252,-1254,-2076,2730,3545,0,Grazing
-968,9931,-12348,682,32,-1437,6557,1208,-2792,0,Grazing
-6755,12360,-13118,668,-205,-1370,-56,-9108,-375,0,Grazing
2517,8332,-11206,660,-104,-1393,-6035,-6489,-7891,0,Grazing
-3034,7046,-12338,648,27,-1451,-758,5399,-498,0,Grazing
2399,10746,-12810,-694,-332,-1035,-4394,4477,5423,0,Grazing
-2579,9273,-13112,-945,-318,-763,-1010,9298,-1183,0,Grazing
-8099,3189,-16620,-909,-365,-868,10313,198,1782,0,Grazing
-2933,95,-12268,-1207,640,-458,4260,-4082,-2666,0,Grazing
-9413,7157,-13236,238,-188,-1462,5942,-2610,10050,0,Grazing
-6045,10194,-9694,57,-424,-1310,-2232,635,-374,0,Grazing
-2251,7366,-13522,-447,-493,-1132,-1730,1090,-2585,0,Grazing
572,6678,-15418,-509,-553,-1041,-1941,10255,6331,0,Grazing
-12291,7805,-11199,-1129,493,362,-4996,5574,-2695,0,Grazing
-569,4216,-12151,-1178,701,68,-511,2270,-1539,0,Grazing
-9364,6611,-12509,-1018,1010,-590,3612,-9236,-5978,3.3,Walking
-2477,12302,-12708,-1040,651,-919,7787,7852,3093,3.1,Walking
-3840,8056,-12543,-1127,736,-608,-4494,5123,-2325,3.2,Walking
2510,8087,-13613,-791,27,-1169,3499,2356,-2942,2.2,Walking
-26940,2464,-17661,885,519,-1379,11671,-22324,-6957,0,Grazing
1605,1972,-6461,505,801,-1512,1679,-3223,-1676,0,Grazing
-9644,8311,-10787,690,-107,-1342,509,-1123,2378,0,Grazing
-6192,13217,-11335,399,-260,-1413,2054,-1501,-1783,0,Grazing
-3987,8970,-11096,-945,1102,217,2114,10895,6726,0,Grazing
1260,4868,-12393,358,1697,-41,241,-7126,-1044,0,Grazing
-10408,9109,-12190,1032,1336,-529,-1080,-5284,-1800,0,Grazing
-3760,7315,-12370,-1198,617,70,-3331,2311,4202,0,Grazing
-7351,6163,-14411,-1249,566,-209,832,6317,1266,0,Grazing
-4873,4760,-15056,-178,1657,-228,-751,1402,-1557,0,Grazing
-1901,10274,-12955,-346,1596,-20,2522,1965,2555,0,Grazing
-1330,11549,-13636,-1207,452,-561,1306,-875,616,0,Grazing
-16616,8150,-16802,-1248,454,-39,2390,-2137,-141,0,Grazing
3365,11160,-11835,643,-367,-1222,4253,439,1333,2.6,Walking
1392,7982,-11380,451,-440,-1298,-2545,1292,530,3.2,Walking
-1520,7624,-14315,517,-431,-1213,-3774,3806,2990,3.5,Walking
2295,11279,-11544,1077,118,-1192,5274,6480,757,3,Walking
-2500,7344,-12933,894,68,-1300,-3223,1785,3235,3.2,Walking
-10034,7549,-18293,986,126,-1270,-4695,65,-3254,2.5,Walking
-3289,8807,-12957,872,-104,-1237,197,-3845,2017,0,Grazing
-1584,6778,-15325,-1033,1045,-284,2970,3417,3087,0,Grazing
-5369,6800,-13962,-1163,640,-513,3869,-3081,-306,0,Grazing
-2328,7022,-12614,-1107,829,-414,-2383,-1779,-7564,0,Grazing
-1978,8526,-11499,-1106,781,-616,1804,3108,1955,0,Grazing
-469,7626,-13746,-1129,809,-409,320,3014,-2038,0,Grazing
-258,8327,-13961,-1140,770,-411,-359,3989,-1912,0,Grazing
-2261,8373,-11676,-1063,82,-794,2222,63,573,0,Grazing
-5420,5102,-11977,24,1678,28,-580,-1476,-1170,0,Grazing
-1179,5543,-12307,-54,1679,-238,-1504,2964,4944,0,Grazing
-2719,10099,-14013,-476,1518,-34,1774,956,1904,0,Grazing
-8571,10393,-11701,-1221,602,-116,-2166,-633,5932,0,Grazing
-2824,8274,-11477,-845,1232,48,3250,-1154,2689,0,Grazing
-2114,12460,-8294,1003,104,-1232,-5284,487,-7482,0,Grazing
-18886,6978,-14285,1027,44,-1196,-7810,-567,-5535,0,Grazing
-3406,7737,-12846,1005,72,-1269,-3231,5645,-5090,0,Grazing
-4236,9298,-10055,837,-224,-1181,-4210,-4796,-1277,0,Grazing
-1323,8950,-11577,745,-73,-1346,-638,1538,-499,0,Grazing
3668,10710,-11586,880,-64,-1238,-193,-195,-168,0,Lying-Ruminating
4326,10182,-11446,836,-104,-1282,916,1117,-517,0,Lying-Ruminating
5464,10443,-11272,1000,-91,-1186,732,643,962,0,Lying-Ruminating
6712,10099,-10547,1110,-157,-1001,-65,89,108,0,Lying-Ruminating
6627,10627,-9892,1091,-178,-939,-2462,-719,876,0,Lying-Ruminating
5973,10357,-10546,1227,-61,-845,515,-861,596,0,Lying-Ruminating
6570,10546,-10762,1179,-87,-913,545,535,-75,0,Lying-Ruminating
6650,10636,-10648,1131,-114,-949,-528,72,609,0,Lying-Ruminating
5467,10417,-9978,1076,-85,-1068,-129,-478,667,0,Lying-Ruminating
7433,9878,-10575,1332,17,-725,930,761,-748,0,Lying-Ruminating
6492,10182,-10818,1235,-47,-861,-216,-375,364,0,Lying-Ruminating
4361,9590,-12183,463,1711,135,1080,-1040,1002,0,Standing-Ruminating
3445,9736,-12034,1382,1051,-133,-805,-1098,1083,0,Standing-Ruminating
4064,9873,-12157,1465,801,-439,-455,195,287,0,Standing-Ruminating
3145,7683,-13541,1309,88,-894,11,610,-2522,0,Standing-Ruminating
1575,9616,-13120,1416,898,-513,605,902,-141,0,Standing-Ruminating
1971,9424,-12312,1366,1081,-260,-293,-73,78,0,Standing-Ruminating
3320,10447,-11649,998,1481,14,1189,1038,-207,0,Standing-Ruminating
2776,10813,-11727,864,1554,80,320,605,475,0,Standing-Ruminating
3104,9625,-12092,947,1510,74,-46,-556,1143,0,Standing-Ruminating
2144,10332,-11878,938,1508,63,-592,-758,298,0,Standing-Ruminating
3270,10297,-11545,828,1574,128,764,1331,-822,0,Standing-Ruminating
3228,11364,-11288,324,1712,141,1214,4617,-4566,0,Standing-Ruminating
1661,10665,-11973,-571,1549,58,767,-3951,5010,0,Standing-Ruminating
2244,9948,-12568,1402,1012,-335,-398,214,-392,0,Standing-Ruminating
2205,9716,-13328,1315,1172,-162,2081,1240,-1711,0,Standing-Ruminating
1500,11010,-11778,1159,1359,-123,-688,1912,-2746,0,Standing-Ruminating
2181,10165,-12242,1022,1474,-70,497,-1004,1780,0,Standing-Ruminating
2915,9850,-12006,1254,1254,-122,649,527,482,0,Standing-Ruminating
-8912,12209,-14099,579,1635,240,-3526,4684,522,4.1,Walking
-2826,7940,-8284,674,1638,78,-1696,1736,2743,3.5,Walking
845,12241,-9382,671,1671,-130,2571,6774,-3893,3,Walking
10918,6212,-10355,920,1542,-9,1984,4116,-1779,4.3,Walking
-2996,11064,-13389,755,1636,-122,-2029,12273,-220,3.6,Walking
-610,8186,-13231,446,1696,81,-629,950,-1559,3.1,Walking
2809,6034,-13770,548,1706,-10,4737,-1634,7408,3.2,Walking
-6715,10445,-12923,1307,1096,-565,-4276,834,-287,3,Walking
11894,13309,-18586,966,-129,-1102,1899,-7408,2203,3,Walking
2953,15288,-9997,701,-230,-1268,2147,3355,-6527,3.1,Walking
2712,7613,-10903,784,-91,-1270,-2329,556,645,3.1,Walking
3727,8666,-10622,625,-90,-1339,2835,192,-969,2.4,Walking
4370,10343,-12287,692,-140,-1308,2923,-3954,-1504,2.9,Walking
1451,8509,-11468,818,-92,-1269,-2733,-771,7132,2.8,Walking
1013,9722,-12329,801,-60,-1285,-3706,1531,2141,2.9,Walking
2153,3813,-12558,979,-30,-1195,2370,-1794,1753,2.7,Walking
4916,9800,-9282,894,-188,-1122,514,1228,-248,2.5,Walking
3263,10642,-8648,708,-166,-1261,-1343,-2769,-901,3.1,Walking
-2055,10530,-9665,679,-100,-1359,1342,7878,-5278,3.5,Walking
-3610,12064,-14067,89,-246,-1335,-3224,10684,-7086,3.6,Walking
2456,11669,-9920,124,-102,-1413,998,3988,-7298,2.9,Walking
1331,12727,-10520,831,-47,-1267,2776,647,2956,2.7,Walking
1439,9508,-10042,1171,35,-1040,1514,415,-1939,2.6,Walking
1478,8417,-12313,1157,181,-1027,2370,1024,-746,2.8,Walking
5274,7715,-8915,1198,18,-943,619,670,-431,2.5,Walking
4460,9517,-11651,1446,213,-618,2079,3402,-1057,1.7,Walking
2871,10608,-9858,873,-23,-1241,7761,1639,2344,2.8,Walking
195,9820,-11277,592,-137,-1377,603,-1447,3280,2.3,Walking
-13056,8617,-9968,46,-167,-1463,-2149,1519,-2106,0,Grazing
-12801,9049,-14555,191,-226,-1360,-1640,116,4604,0,Grazing
-5055,13625,-21651,155,6,-1514,67,7024,1142,0,Grazing
-1276,8354,-12631,-1007,212,-949,1125,-226,-8467,0,Grazing
-2634,7358,-12701,-1184,225,-613,-2457,1567,-405,0,Grazing
-2783,9433,-15939,-1205,661,-383,-3691,3879,-3636,0,Grazing
4789,8487,-12209,105,-277,-1425,400,596,57,0,Standing-Resting
5422,9331,-11774,-324,43,-1436,84,338,-104,0,Standing-Resting
3742,8739,-12811,-762,284,-1225,110,-46,316,0,Standing-Resting
3441,9386,-12400,-795,320,-1190,117,232,-38,0,Standing-Resting
2932,9402,-12695,-655,131,-1262,-368,755,-935,0,Standing-Resting
2813,9298,-12516,-263,-126,-1384,932,3103,-4440,0,Standing-Resting
-4728,9228,-11449,-508,-381,-1148,574,335,1498,0,Grazing
-2058,8040,-11549,-1145,110,-642,3458,150,1413,0,Grazing
-7804,6989,-13772,-1217,131,-439,-1526,-115,-2622,0,Grazing
-12323,6274,-14012,-1190,203,-547,-974,-2340,-9325,0,Grazing
4043,-2540,-12800,289,182,-1527,-5041,32732,-746,0,Grazing
-8695,7577,-11149,613,157,-1499,-498,-2077,-5983,0,Grazing
-13471,10870,-12460,-260,-361,-1239,465,-4351,-2521,0,Grazing
-6854,9917,-11437,-897,1158,252,-125,1540,-1666,0,Grazing
-3379,5193,-12183,-1087,1045,-261,3148,-1260,-3003,0,Grazing
-13306,5720,-18034,-1081,1002,-402,4491,-347,-2071,0,Grazing
-6511,6788,-12645,-1079,989,-466,2685,-3669,-3896,0,Grazing
-3887,5554,-10174,-44,-329,-1234,-690,-2791,-5324,0,Grazing
-9650,5203,-11756,628,315,-1432,1241,-2272,-1803,0,Grazing
-13384,6517,-12126,787,382,-1422,-677,-4565,-2816,0,Grazing
-7239,7887,-13738,1065,379,-1137,-3965,471,-1283,0,Grazing
-2626,9761,-12467,1311,1130,-415,-2596,1710,-2747,0,Grazing
-15756,14459,-14299,1075,1368,-602,-5010,-6778,10577,0,Grazing
1658,15301,-17694,650,1643,-525,-5365,8633,8248,0,Grazing
-9587,8452,-10772,263,-174,-1438,4452,-8322,4297,0,Grazing
-3258,5786,-9499,27,-290,-1328,-575,333,-365,0,Grazing
-10098,4439,-15133,532,-88,-1437,-515,4175,-154,0,Grazing
-1531,10189,-12300,695,52,-1357,262,-2992,-2181,0,Grazing
-4993,7578,-13504,826,1587,-422,961,-771,1030,0,Grazing
-5247,7901,-9229,885,1476,-661,111,-2456,3493,0,Grazing
-2950,4193,-9853,758,1409,-843,1341,844,-224,0,Grazing
-12599,8995,-9883,561,1352,-1098,3516,1003,2873,0,Grazing
-10730,8620,-15463,520,1713,-143,2603,-5264,1120,0,Grazing
-9438,6722,-13744,594,1683,-467,1447,3183,2205,0,Grazing
-3326,8670,-9889,933,790,-1278,-3627,6397,3597,0,Grazing
-7644,6403,-10360,384,136,-1529,2379,-305,-339,0,Grazing
-500,8938,-14573,1294,958,-808,-5671,4807,-3408,2.3,Walking
-3217,10088,-11523,1006,1502,-136,3029,3552,-1678,2.2,Walking
4535,12519,-11705,1132,1384,-268,7592,5981,970,2.5,Walking
-2545,8629,-11851,660,1672,-146,-4363,3224,3248,2.9,Walking
1925,6814,-15280,-553,1565,-64,-7818,1600,1877,2.4,Walking
-10711,6942,-13607,-887,1281,-13,-274,-2628,1780,0,Grazing
-2514,7728,-11693,-476,1587,36,1245,-169,-492,0,Grazing
-1166,13152,-12739,-94,1723,18,720,-1474,1713,0,Grazing
-1641,11195,-11079,301,1758,-79,1317,-855,-1766,2.1,Grazing
-7503,9376,-11733,-668,1446,95,1080,1367,-257,0,Grazing
-2495,8666,-10732,-626,1486,85,-505,1080,1952,0,Grazing
-5919,8293,-11516,6,1721,-8,-2998,1344,1896,0,Grazing
-10479,8863,-9371,-542,1419,355,15,1095,1080,0,Grazing
-14556,9329,-10252,-408,1524,318,1166,-2270,494,0,Grazing
-9866,9111,-10438,-277,1574,311,-1479,-2580,-3221,0,Grazing
-6208,7252,-16204,-902,-71,-910,2283,-835,-1277,0,Grazing
-8026,3868,-11719,-1153,-60,-282,-2085,3129,-2853,0,Grazing
-6774,7820,-8766,-1154,-45,-130,2543,-3628,-2865,0,Grazing
-7167,4053,-9940,-1192,316,271,4082,-3662,4273,0,Grazing
-6104,8470,-13160,-1135,886,55,-809,2716,692,0,Grazing
-6244,7847,-11679,-51,1728,-43,2423,1304,4909,0,Grazing
-5215,11540,-14617,-668,1451,50,840,2031,5591,0,Grazing
-1448,7947,-14212,-395,1636,-97,640,2321,-966,0,Grazing
-104,3552,-16856,-979,66,-965,-1981,3941,3705,2.6,Walking
1504,4554,-12423,-976,473,-949,908,-493,388,2.9,Walking
2982,7849,-9693,-492,-124,-1265,2716,-3555,462,3,Walking
1129,9965,-13627,-586,-30,-1264,1241,-6657,2453,3,Walking
-3266,7083,-12319,-798,-317,-871,-398,1116,2773,0,Grazing
-4707,7193,-12967,-737,-250,-1015,2074,-5699,1796,0,Grazing
-8140,10042,-14566,-915,-131,-797,-2,1084,-4287,0,Grazing
-2812,7863,-10350,-933,-164,-851,-1521,1086,-2136,0,Grazing
-6294,2095,-13230,-1147,-70,-404,3730,-909,-1355,0,Grazing
-5005,7637,-10652,-72,-352,-1337,-1371,5873,-1498,0,Grazing
-4471,11908,-14696,-278,-357,-1344,-5903,1533,-354,0,Grazing
-6149,11065,-14524,-1061,28,-749,-875,485,-5240,0,Grazing
-5449,6982,-13022,-992,-115,-744,809,-1637,2580,0,Grazing
-2779,7686,-12020,-734,-200,-1047,2063,-1731,991,0,Grazing
-10170,9568,-14164,938,1367,-810,591,-105,-1772,0,Grazing
-5948,6541,-11647,1015,842,-1169,-696,-2108,-1872,0,Grazing
-6261,9212,-12156,-243,-451,-1148,-1622,1993,-5315,0,Grazing
-5777,7245,-13001,-287,-341,-1276,2665,-2214,-1201,0,Grazing
-11176,8563,-14856,-115,-333,-1292,-2988,1429,1970,0,Grazing
-11261,7474,-12121,724,668,-1491,3487,-3943,-800,0,Grazing
-11312,8903,-12138,66,-185,-1462,-539,167,3138,0,Grazing
-1213,5671,-10473,-349,-372,-1279,5495,5775,4466,0,Grazing
-4531,10950,-13151,222,-183,-1444,2449,738,680,0,Grazing
-15553,7370,-9582,-185,1675,56,2888,-419,2649,0,Grazing
-10444,7916,-8676,241,1743,-457,-3216,3331,4489,0,Grazing
-5539,7953,-14746,767,1586,-518,3392,-4904,5568,0,Grazing
-4087,8558,-11934,569,1683,-422,-1942,1303,2225,0,Grazing
-16248,9571,-18820,219,1745,-256,1078,-1242,-1894,0,Grazing
2276,9357,-12512,1243,67,-959,295,476,-372,0,Grazing
2503,9267,-12286,1198,53,-1032,273,244,8,0,Grazing
3160,8680,-13060,148,-424,-1321,-906,-143,1876,2,Grazing
140,6831,-10283,451,-180,-1378,1948,-1005,-2445,0,Grazing
-483,5416,-11685,447,-218,-1383,503,-2350,-1620,0,Grazing
-4957,10165,-11599,424,-136,-1377,-7805,-714,-5183,0,Grazing
-7841,9165,-14581,-241,1666,77,1710,-1789,-2102,0,Grazing
-2555,4840,-16127,-550,1545,-7,798,2321,585,0,Grazing
-4985,14583,-11741,1399,1049,-350,-11297,-2648,13097,0,Grazing
-7842,10312,-9494,-1009,1044,188,-2383,-1362,-5358,0,Grazing
-3740,7260,-10864,-608,1509,4,1557,-762,7049,0,Grazing
-1667,8553,-13210,360,1710,-18,-3005,87,-1538,1.8,Walking
382,7323,-15289,17,1733,-5,-2072,3877,1672,2.7,Walking
1102,8471,-14480,63,1713,104,-1462,-765,-931,2.2,Walking
4018,9130,-16003,243,1750,-59,3396,-2971,1767,2.9,Walking
3250,7893,-13109,-798,1320,-572,258,-1206,3223,0,Standing-Resting
-3063,3014,-14202,1245,1154,-606,-2957,-2858,3647,0,Standing-Resting
3627,6875,-14102,1271,1186,-416,-2772,959,-3821,0,Standing-Resting
2438,7357,-13656,105,1769,-163,50,152,-85,0,Standing-Resting
-619,8814,-11907,-1125,907,-351,-5221,3668,-1293,2.8,Walking
-2451,9041,-12493,-1064,916,-622,1619,-1068,-98,2.8,Walking
-5544,8471,-11630,-981,1131,116,169,-333,-683,1.9,Grazing
-6606,7905,-13545,-869,-38,-933,4253,1913,-1532,2.2,Grazing
-5469,7923,-14147,-1054,-38,-629,98,-2140,-675,1.5,Grazing
-3151,9252,-13681,-1148,56,-445,1301,1685,2630,0,Grazing
-6368,8550,-9760,-1204,91,-105,775,2892,6877,0,Grazing
-6304,8649,-11114,-1223,200,-287,930,3469,4277,0,Grazing
